ip_address,user_agent,question_1,question_2,question_3,question_4,question_5,question_6,question_7,question_8,question_9,question_10
172.16.0.1,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,Yellow,3,Yes,Safari,2,Yes,46-55,2,,
8.8.8.8,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,Purple,5,No,Chrome,1,No,36-45,4,,
172.16.0.1,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,Green,3,Yes,Edge,3,No,26-35,2,,
172.16.0.1,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,Blue,5,Yes,Chrome,3,Yes,36-45,1,,
8.8.8.8,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,Blue,1,Yes,Chrome,2,No,18-25,4,,
8.8.8.8,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,Purple,5,Yes,Safari,5,Yes,56+,2,,
8.8.8.8,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,Green,5,No,Chrome,5,No,56+,4,,
10.0.0.1,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,Green,3,No,Safari,2,Yes,56+,1,,
10.0.0.1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,Red,4,No,Edge,5,No,26-35,3,,
8.8.8.8,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,Blue,3,No,Chrome,2,Yes,18-25,4,,
172.16.0.1,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,Blue,4,Yes,Firefox,2,No,18-25,5,,
172.16.0.1,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,Green,2,Yes,Safari,2,No,46-55,3,,
172.16.0.1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,Green,4,Yes,Edge,2,No,26-35,5,,
8.8.8.8,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,Blue,5,No,Edge,2,Yes,18-25,3,,
10.0.0.1,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,Red,1,Yes,Chrome,1,Yes,56+,4,,
172.16.0.1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,Green,4,No,Edge,4,Yes,56+,2,,
192.168.1.1,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,Green,4,Yes,Safari,2,Yes,56+,1,,
10.0.0.1,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,Green,5,Yes,Edge,3,No,18-25,3,,
8.8.8.8,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,Blue,4,No,Safari,5,Yes,56+,4,,
172.16.0.1,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,Red,5,No,Safari,1,Yes,46-55,2,,
8.8.8.8,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,Green,3,No,Safari,3,No,36-45,5,,
172.16.0.1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,Purple,1,No,Safari,5,No,56+,1,,
10.0.0.1,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,Blue,3,Yes,Chrome,5,Yes,56+,3,,
192.168.1.1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,Blue,4,No,Firefox,4,Yes,56+,3,,
8.8.8.8,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,Red,4,Yes,Edge,3,No,56+,3,,
192.168.1.1,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,Purple,1,No,Chrome,2,Yes,46-55,4,,
172.16.0.1,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,Purple,2,No,Safari,1,Yes,36-45,1,,
192.168.1.1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,Yellow,1,Yes,Firefox,3,No,26-35,3,,
10.0.0.1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,Purple,4,Yes,Chrome,2,No,56+,5,,
192.168.1.1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,Blue,5,Yes,Chrome,5,Yes,36-45,1,,
8.8.8.8,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,Yellow,3,No,Chrome,2,No,18-25,1,,
10.0.0.1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,Blue,1,Yes,Chrome,1,No,18-25,2,,
8.8.8.8,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,Purple,3,Yes,Firefox,3,Yes,26-35,4,,
192.168.1.1,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,Yellow,4,No,Chrome,3,Yes,36-45,5,,
8.8.8.8,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,Red,1,No,Chrome,5,Yes,56+,1,,
172.16.0.1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,Purple,3,Yes,Edge,1,No,46-55,4,,
192.168.1.1,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,Yellow,5,Yes,Chrome,5,Yes,36-45,3,,
8.8.8.8,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,Blue,2,Yes,Edge,2,No,36-45,3,,
172.16.0.1,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,Green,2,No,Firefox,5,Yes,36-45,2,,
10.0.0.1,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,Blue,4,No,Firefox,5,Yes,26-35,5,,
10.0.0.1,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,Yellow,5,Yes,Firefox,2,No,46-55,4,,
192.168.1.1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,Green,2,No,Edge,5,No,46-55,3,,
172.16.0.1,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,Purple,2,No,Firefox,4,Yes,36-45,2,,
8.8.8.8,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,Yellow,4,Yes,Safari,2,Yes,26-35,1,,
10.0.0.1,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,Blue,5,Yes,Firefox,1,No,18-25,4,,
172.16.0.1,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,Blue,2,Yes,Safari,1,Yes,26-35,3,,
172.16.0.1,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,Yellow,4,No,Firefox,3,No,26-35,3,,
10.0.0.1,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,Yellow,4,Yes,Chrome,5,No,56+,2,,
10.0.0.1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,Green,1,No,Firefox,5,Yes,36-45,5,,
8.8.8.8,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,Red,3,No,Chrome,3,Yes,26-35,1,,
192.168.1.1,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,Purple,5,No,Safari,3,No,46-55,1,,
8.8.8.8,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,Red,4,No,Firefox,1,Yes,36-45,1,,
10.0.0.1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,Purple,1,Yes,Edge,2,No,56+,1,,
8.8.8.8,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,Yellow,1,Yes,Chrome,3,No,26-35,4,,
172.16.0.1,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,Purple,5,No,Chrome,5,No,36-45,4,,
10.0.0.1,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,Red,2,Yes,Firefox,4,Yes,36-45,2,,
10.0.0.1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,Yellow,1,No,Safari,2,Yes,46-55,4,,
192.168.1.1,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,Yellow,5,No,Safari,1,Yes,46-55,2,,
192.168.1.1,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,Purple,5,No,Safari,5,No,46-55,5,,
10.0.0.1,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,Yellow,4,No,Edge,3,No,18-25,3,,
10.0.0.1,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,Blue,3,Yes,Safari,1,No,56+,1,,
8.8.8.8,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,Yellow,1,No,Chrome,4,Yes,36-45,2,,
10.0.0.1,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,Green,4,No,Edge,1,Yes,26-35,1,,
8.8.8.8,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,Purple,5,No,Firefox,4,Yes,56+,5,,
10.0.0.1,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,Green,1,No,Edge,1,No,46-55,1,,
10.0.0.1,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,Red,4,Yes,Firefox,3,No,46-55,5,,
10.0.0.1,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,Red,1,No,Edge,2,No,36-45,1,,
192.168.1.1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,Blue,2,Yes,Firefox,5,No,56+,4,,
192.168.1.1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,Purple,1,No,Safari,5,Yes,46-55,4,,
192.168.1.1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,Yellow,5,No,Edge,1,No,46-55,1,,
192.168.1.1,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,Red,1,No,Chrome,3,Yes,18-25,4,,
192.168.1.1,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,Purple,1,No,Chrome,2,No,46-55,3,,
8.8.8.8,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,Yellow,4,No,Edge,3,Yes,46-55,2,,
192.168.1.1,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,Yellow,2,No,Edge,4,Yes,26-35,5,,
192.168.1.1,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,Purple,5,No,Chrome,3,Yes,36-45,1,,
192.168.1.1,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,Yellow,5,Yes,Edge,4,Yes,56+,4,,
192.168.1.1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,Yellow,3,Yes,Safari,2,No,56+,2,,
8.8.8.8,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,Red,2,No,Safari,5,Yes,26-35,3,,
8.8.8.8,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,Purple,2,No,Firefox,2,No,46-55,3,,
172.16.0.1,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,Purple,3,Yes,Firefox,5,Yes,46-55,5,,
172.16.0.1,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,Red,5,No,Firefox,1,No,18-25,2,,
10.0.0.1,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,Green,5,Yes,Chrome,4,Yes,46-55,3,,
192.168.1.1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,Green,1,No,Chrome,1,No,18-25,1,,
10.0.0.1,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,Yellow,5,No,Edge,4,No,46-55,5,,
172.16.0.1,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,Blue,5,Yes,Safari,1,No,36-45,2,,
192.168.1.1,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,Yellow,1,Yes,Edge,4,Yes,26-35,2,,
10.0.0.1,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,Yellow,5,Yes,Safari,2,Yes,36-45,1,,
8.8.8.8,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,Purple,2,Yes,Firefox,3,No,36-45,2,,
192.168.1.1,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,Yellow,1,Yes,Chrome,4,Yes,56+,3,,
172.16.0.1,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,Red,1,No,Firefox,4,No,36-45,5,,
8.8.8.8,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,Green,3,No,Edge,4,Yes,26-35,1,,
192.168.1.1,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,Red,1,No,Safari,1,Yes,36-45,4,,
172.16.0.1,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,Yellow,1,Yes,Firefox,1,Yes,46-55,3,,
172.16.0.1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,Yellow,2,Yes,Firefox,2,No,56+,1,,
192.168.1.1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,Green,3,Yes,Safari,2,Yes,46-55,3,,
8.8.8.8,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,Purple,1,Yes,Firefox,4,Yes,26-35,3,,
192.168.1.1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,Purple,5,Yes,Chrome,5,Yes,56+,1,,
192.168.1.1,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,Red,3,Yes,Edge,1,No,56+,5,,
8.8.8.8,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,Yellow,2,Yes,Safari,1,Yes,56+,1,,
192.168.1.1,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,Green,4,No,Edge,2,No,18-25,3,,
10.0.0.1,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,Green,1,No,Firefox,5,Yes,36-45,5,,
172.16.0.1,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,Purple,5,Yes,Safari,4,No,36-45,1,,
192.168.1.1,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,Green,3,Yes,Chrome,3,No,46-55,5,,
192.168.1.1,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,Purple,3,No,Firefox,2,No,36-45,4,,
172.16.0.1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,Blue,1,Yes,Safari,2,Yes,36-45,2,,
8.8.8.8,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,Green,1,No,Firefox,3,Yes,18-25,4,,
192.168.1.1,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,Yellow,4,No,Chrome,4,No,56+,3,,
172.16.0.1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,Yellow,4,Yes,Edge,2,No,56+,4,,
10.0.0.1,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,Purple,2,No,Chrome,4,Yes,36-45,3,,
8.8.8.8,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,Purple,5,No,Chrome,5,Yes,46-55,5,,
192.168.1.1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,Purple,1,No,Chrome,2,No,56+,2,,
8.8.8.8,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,Yellow,1,Yes,Firefox,2,Yes,46-55,3,,
10.0.0.1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,Yellow,1,No,Chrome,3,Yes,26-35,5,,
10.0.0.1,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,Green,4,No,Safari,5,No,36-45,5,,
8.8.8.8,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,Red,3,Yes,Chrome,1,No,26-35,3,,
172.16.0.1,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,Yellow,4,Yes,Firefox,3,No,36-45,1,,
172.16.0.1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,Green,2,No,Edge,3,Yes,36-45,1,,
8.8.8.8,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,Yellow,2,Yes,Edge,5,No,46-55,3,,
192.168.1.1,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,Blue,3,Yes,Edge,4,No,18-25,4,,
172.16.0.1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,Blue,1,Yes,Safari,2,No,36-45,3,,
10.0.0.1,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,Green,2,No,Chrome,1,Yes,36-45,1,,
192.168.1.1,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,Blue,1,No,Safari,1,Yes,26-35,1,,
10.0.0.1,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,Blue,5,Yes,Safari,4,Yes,18-25,1,,
8.8.8.8,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,Blue,4,Yes,Chrome,3,No,18-25,4,,
172.16.0.1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,Blue,1,Yes,Safari,1,Yes,26-35,3,,
172.16.0.1,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,Yellow,1,Yes,Firefox,4,Yes,26-35,2,,
172.16.0.1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,Purple,2,No,Chrome,5,No,56+,2,,
8.8.8.8,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,Green,5,Yes,Edge,5,No,18-25,4,,
172.16.0.1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,Red,4,No,Safari,2,No,56+,3,,
192.168.1.1,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,Blue,1,Yes,Safari,1,Yes,36-45,3,,
8.8.8.8,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,Purple,1,Yes,Edge,5,No,46-55,2,,
10.0.0.1,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,Yellow,2,Yes,Firefox,4,Yes,36-45,1,,
8.8.8.8,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,Purple,4,Yes,Chrome,2,Yes,56+,5,,
192.168.1.1,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,Yellow,2,No,Safari,1,No,18-25,1,,
192.168.1.1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,Red,2,No,Chrome,1,No,56+,3,,
8.8.8.8,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,Blue,1,No,Edge,4,Yes,18-25,5,,
10.0.0.1,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,Green,2,No,Chrome,1,No,18-25,3,,
10.0.0.1,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,Green,4,No,Firefox,3,No,46-55,2,,
172.16.0.1,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,Yellow,1,Yes,Safari,1,Yes,46-55,5,,
172.16.0.1,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,Red,1,No,Chrome,4,Yes,18-25,4,,
192.168.1.1,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,Green,1,Yes,Chrome,5,No,36-45,5,,
8.8.8.8,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,Purple,2,No,Chrome,4,No,26-35,3,,
192.168.1.1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,Yellow,3,Yes,Firefox,1,Yes,56+,3,,
8.8.8.8,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,Blue,3,No,Chrome,4,Yes,46-55,2,,
192.168.1.1,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,Green,3,Yes,Safari,4,Yes,26-35,2,,
192.168.1.1,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,Blue,1,No,Safari,3,Yes,26-35,4,,
192.168.1.1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,Blue,5,No,Edge,1,No,56+,5,,
10.0.0.1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,Purple,3,No,Safari,4,Yes,18-25,4,,
192.168.1.1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,Green,5,Yes,Chrome,4,No,18-25,4,,
8.8.8.8,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,Yellow,3,Yes,Chrome,4,No,18-25,3,,
10.0.0.1,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,Purple,5,Yes,Firefox,1,Yes,36-45,1,,
8.8.8.8,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,Purple,4,No,Firefox,5,No,18-25,1,,
10.0.0.1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,Blue,1,Yes,Edge,2,No,36-45,4,,
192.168.1.1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,Purple,3,Yes,Firefox,4,No,36-45,3,,
10.0.0.1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,Red,1,Yes,Edge,4,Yes,36-45,2,,
10.0.0.1,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,Red,1,No,Chrome,1,No,56+,5,,
10.0.0.1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,Green,2,Yes,Safari,5,No,56+,3,,
10.0.0.1,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,Yellow,2,Yes,Chrome,4,No,46-55,5,,
192.168.1.1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,Red,1,Yes,Firefox,4,Yes,56+,4,,
8.8.8.8,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,Red,4,No,Firefox,2,No,18-25,5,,
8.8.8.8,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,Purple,3,No,Firefox,4,No,26-35,1,,
192.168.1.1,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,Red,1,Yes,Chrome,2,Yes,36-45,3,,
10.0.0.1,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,Blue,4,Yes,Safari,2,Yes,46-55,1,,
10.0.0.1,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,Yellow,5,Yes,Chrome,3,No,46-55,2,,
10.0.0.1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,Red,4,No,Safari,3,Yes,46-55,2,,
8.8.8.8,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,Blue,4,No,Firefox,1,Yes,18-25,2,,
8.8.8.8,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,Blue,4,Yes,Safari,5,No,36-45,1,,
192.168.1.1,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,Yellow,5,No,Edge,3,Yes,18-25,1,,
172.16.0.1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,Purple,2,No,Edge,3,No,36-45,1,,
10.0.0.1,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,Red,4,No,Firefox,1,No,18-25,2,,
172.16.0.1,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,Red,3,Yes,Safari,5,Yes,18-25,2,,
8.8.8.8,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,Green,4,Yes,Safari,4,Yes,26-35,4,,
192.168.1.1,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,Yellow,4,Yes,Safari,3,No,36-45,1,,
8.8.8.8,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,Purple,5,No,Firefox,4,No,36-45,3,,
192.168.1.1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,Yellow,4,Yes,Edge,2,Yes,56+,2,,
10.0.0.1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,Yellow,4,Yes,Chrome,4,No,18-25,5,,
10.0.0.1,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,Yellow,3,Yes,Edge,4,No,18-25,4,,
10.0.0.1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,Blue,4,Yes,Safari,2,No,18-25,2,,
172.16.0.1,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,Blue,4,No,Chrome,2,Yes,56+,2,,
192.168.1.1,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,Yellow,1,Yes,Edge,3,No,46-55,4,,
172.16.0.1,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,Green,4,Yes,Edge,1,No,46-55,2,,
192.168.1.1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,Red,3,Yes,Firefox,3,No,36-45,2,,
172.16.0.1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,Yellow,2,Yes,Safari,1,Yes,36-45,5,,
10.0.0.1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,Purple,2,No,Chrome,3,No,56+,1,,
192.168.1.1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,Blue,1,No,Safari,3,No,36-45,4,,
172.16.0.1,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,Yellow,4,No,Chrome,3,Yes,46-55,4,,
172.16.0.1,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,Red,2,No,Safari,3,Yes,46-55,1,,
10.0.0.1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,Purple,4,No,Chrome,1,Yes,36-45,3,,
