Fecha Respuesta,NPS Recomendacion,Satisfaccion Soporte,Edad,Plan Actual,Funciones Favoritas,Comentarios
2025-07-24 00:12:59,10,3,59,Pro,"Exportación, Dashboard, Usuarios",Excelente servicio - ID:9294
2025-09-09 10:44:44,10,2,29,Empresarial,Exportación,Excelente servicio - ID:9295
2025-02-14 02:06:50,8,4,54,Básico,"API, Exportación, Dashboard",Precio justo - ID:9296
2025-10-02 13:15:53,10,3,59,Gratuito,"Ninguna, Dashboard",Precio justo - ID:9297
2025-10-16 14:06:21,5,1,53,Pro,Dashboard,Excelente servicio - ID:9298
2024-12-16 06:43:19,7,1,65,Empresarial,"Usuarios, Reportes, Exportación",La interfaz es confusa - ID:9299
2025-10-20 20:51:10,5,1,51,Gratuito,"Usuarios, Reportes, Dashboard",La interfaz es confusa - ID:9300
2025-01-30 00:39:04,3,2,18,Pro,"Usuarios, API",La interfaz es confusa - ID:9301
2025-05-04 17:40:40,10,1,55,Empresarial,"Reportes, Ninguna",La interfaz es confusa - ID:9302
2025-03-31 07:21:39,8,1,58,Pro,Reportes,Podría mejorar - ID:9303
2025-02-14 07:43:46,9,1,42,Gratuito,"Ninguna, Reportes",Excelente servicio - ID:9304
2025-06-29 18:50:04,9,1,30,Pro,"Usuarios, Dashboard, Ninguna",Muy rápido - ID:9305
2025-01-09 02:15:37,9,2,61,Pro,"API, Reportes",Precio justo - ID:9306
2025-07-25 20:52:45,9,2,45,Pro,"Dashboard, Reportes",Demasiados bugs - ID:9307
2025-05-17 06:09:16,10,2,31,Empresarial,"Usuarios, Exportación, Reportes",Precio justo - ID:9308
2025-03-26 16:27:01,8,1,27,Empresarial,"Reportes, Exportación, API",Excelente servicio - ID:9309
2025-11-15 15:03:05,6,2,64,Básico,"Ninguna, Exportación",Demasiados bugs - ID:9310
2025-09-18 13:45:07,9,5,22,Pro,Dashboard,Podría mejorar - ID:9311
2025-09-18 00:57:06,1,5,36,Gratuito,API,Muy rápido - ID:9312
2025-02-24 23:13:35,4,4,54,Pro,Ninguna,Soporte lento - ID:9313
2024-12-12 00:10:03,4,2,25,Empresarial,"Reportes, API",Me encanta el dashboard - ID:9314
2025-06-08 04:41:04,9,2,52,Básico,Usuarios,La interfaz es confusa - ID:9315
2025-07-12 07:12:35,3,2,49,Pro,"API, Dashboard, Ninguna",La interfaz es confusa - ID:9316
2025-07-22 04:13:52,9,4,51,Pro,Exportación,Soporte lento - ID:9317
2025-07-10 14:58:32,10,2,28,Pro,"Usuarios, API, Reportes",Excelente servicio - ID:9318
2024-12-21 02:13:39,10,4,58,Pro,"Reportes, Usuarios, Ninguna",Precio justo - ID:9319
2025-10-16 21:17:59,7,4,61,Básico,"Dashboard, Ninguna",La interfaz es confusa - ID:9320
2025-01-05 23:25:25,9,1,29,Básico,Dashboard,Me encanta el dashboard - ID:9321
2025-10-17 17:13:23,10,5,27,Empresarial,"API, Usuarios",Me encanta el dashboard - ID:9322
2025-06-27 20:04:55,10,5,31,Gratuito,Dashboard,Soporte lento - ID:9323
2025-05-09 03:26:51,9,2,61,Empresarial,"Ninguna, API, Reportes",Me encanta el dashboard - ID:9324
2025-02-03 17:35:38,3,4,32,Pro,Dashboard,Precio justo - ID:9325
2025-10-12 08:58:37,9,1,40,Gratuito,"Usuarios, Reportes",La interfaz es confusa - ID:9326
2025-05-26 09:03:40,9,2,52,Básico,"API, Exportación",Precio justo - ID:9327
2025-11-12 19:13:43,10,5,47,Básico,Dashboard,Demasiados bugs - ID:9328
2024-12-18 08:32:34,9,5,41,Pro,Exportación,La interfaz es confusa - ID:9329
2025-01-19 00:36:07,9,4,61,Básico,"Exportación, Ninguna, Usuarios",Precio justo - ID:9330
2025-01-28 16:04:47,7,5,43,Básico,"Exportación, Dashboard, Usuarios",Demasiados bugs - ID:9331
2025-04-08 00:07:10,7,5,34,Gratuito,"Ninguna, API",Demasiados bugs - ID:9332
2024-12-03 00:11:43,8,4,43,Gratuito,"Exportación, Ninguna",Podría mejorar - ID:9333
2025-03-16 21:03:07,10,1,27,Empresarial,"Exportación, Dashboard",Me encanta el dashboard - ID:9334
2025-08-29 09:59:10,5,4,52,Pro,"Reportes, Exportación, Dashboard",Podría mejorar - ID:9335
2025-09-30 13:40:44,7,1,50,Básico,Ninguna,Me encanta el dashboard - ID:9336
2025-06-21 21:09:40,10,1,54,Empresarial,"Reportes, Exportación",Me encanta el dashboard - ID:9337
2025-01-31 14:08:31,10,1,43,Gratuito,"Ninguna, Exportación, API",Podría mejorar - ID:9338
2025-05-22 14:35:14,9,1,60,Básico,"API, Reportes",Precio justo - ID:9339
2025-03-24 19:41:43,1,5,62,Pro,"Dashboard, Reportes",Demasiados bugs - ID:9340
2025-09-08 13:13:59,9,2,23,Empresarial,"Reportes, Exportación",Me encanta el dashboard - ID:9341
2025-05-11 08:35:25,4,1,19,Básico,"API, Dashboard",Podría mejorar - ID:9342
2025-05-08 18:56:09,10,4,23,Pro,Reportes,La interfaz es confusa - ID:9343
2024-12-12 11:59:02,7,1,58,Básico,API,La interfaz es confusa - ID:9344
2025-10-27 01:55:11,7,1,54,Gratuito,"API, Usuarios, Ninguna",La interfaz es confusa - ID:9345
2025-01-29 17:24:26,10,3,42,Básico,"Reportes, Dashboard",Soporte lento - ID:9346
2025-08-13 18:51:43,10,4,45,Gratuito,"Reportes, Ninguna, Exportación",Excelente servicio - ID:9347
2025-01-26 02:20:46,1,4,62,Básico,Usuarios,Precio justo - ID:9348
2025-04-28 06:05:49,1,1,46,Básico,Usuarios,Me encanta el dashboard - ID:9349
2025-05-08 07:33:36,9,2,27,Gratuito,Dashboard,Excelente servicio - ID:9350
2025-04-12 18:55:14,0,3,30,Gratuito,Usuarios,Muy rápido - ID:9351
2025-05-06 12:24:38,7,1,56,Básico,"Exportación, Dashboard, Reportes",Me encanta el dashboard - ID:9352
2025-09-07 01:54:31,10,5,44,Básico,"Exportación, Ninguna",La interfaz es confusa - ID:9353
2025-03-26 04:37:38,9,2,37,Gratuito,"Usuarios, Reportes",Demasiados bugs - ID:9354
2025-11-14 13:55:45,10,3,50,Gratuito,"Reportes, API",Me encanta el dashboard - ID:9355
2025-08-08 18:29:13,10,3,59,Básico,"Usuarios, API",Demasiados bugs - ID:9356
2025-06-27 15:19:23,1,5,41,Básico,"Ninguna, API, Usuarios",Precio justo - ID:9357
2025-06-26 15:36:57,10,2,64,Empresarial,"Dashboard, Ninguna, Exportación",Soporte lento - ID:9358
2025-11-14 13:51:20,9,4,58,Gratuito,"API, Usuarios",Precio justo - ID:9359
2025-05-19 07:15:20,7,4,41,Empresarial,"Reportes, Ninguna, Exportación",La interfaz es confusa - ID:9360
2025-04-09 14:35:52,7,3,47,Gratuito,"Usuarios, API",Me encanta el dashboard - ID:9361
2024-12-26 01:58:41,7,2,32,Pro,API,Muy rápido - ID:9362
2025-08-05 21:20:37,10,3,32,Pro,Ninguna,La interfaz es confusa - ID:9363
2025-08-13 23:03:24,8,4,46,Pro,Dashboard,Precio justo - ID:9364
2025-06-19 17:44:25,8,3,34,Pro,Reportes,Demasiados bugs - ID:9365
2025-09-29 16:48:27,2,2,45,Básico,"Exportación, Reportes, Usuarios",Precio justo - ID:9366
2025-11-18 19:02:09,10,2,47,Empresarial,Dashboard,Excelente servicio - ID:9367
2025-06-23 14:33:46,5,1,26,Pro,"Reportes, Exportación",Excelente servicio - ID:9368
2024-12-16 06:42:37,7,2,58,Pro,Usuarios,Muy rápido - ID:9369
2025-10-03 04:04:32,7,1,39,Pro,"API, Dashboard, Exportación",La interfaz es confusa - ID:9370
2025-08-31 03:25:47,10,3,54,Empresarial,Dashboard,Demasiados bugs - ID:9371
2025-01-14 19:55:35,10,5,65,Básico,API,La interfaz es confusa - ID:9372
2025-09-25 09:26:24,9,4,50,Pro,"Dashboard, API",Precio justo - ID:9373
2024-12-31 21:20:04,6,1,52,Empresarial,Ninguna,Me encanta el dashboard - ID:9374
2025-08-05 07:42:20,10,2,57,Básico,Usuarios,Muy rápido - ID:9375
2025-03-29 11:52:39,2,5,35,Pro,"Ninguna, Usuarios, API",La interfaz es confusa - ID:9376
2025-01-16 15:58:05,9,2,35,Pro,"Usuarios, Reportes, API",Precio justo - ID:9377
2024-12-27 21:48:49,10,5,51,Gratuito,"API, Dashboard, Exportación",Muy rápido - ID:9378
2025-10-31 19:16:21,7,1,55,Básico,"Reportes, API",Soporte lento - ID:9379
2025-09-24 17:02:50,10,5,42,Empresarial,Reportes,Demasiados bugs - ID:9380
2025-10-17 11:51:18,10,5,33,Pro,"API, Exportación",Soporte lento - ID:9381
2025-06-04 06:43:33,8,4,48,Gratuito,Exportación,Demasiados bugs - ID:9382
2025-05-25 01:28:12,9,3,47,Gratuito,"Reportes, API, Ninguna",Me encanta el dashboard - ID:9383
2025-10-31 16:18:55,10,5,35,Empresarial,"Reportes, Usuarios, Dashboard",Excelente servicio - ID:9384
2025-08-02 05:27:08,8,4,34,Empresarial,API,Soporte lento - ID:9385
2025-07-17 11:29:58,10,2,24,Empresarial,Ninguna,Muy rápido - ID:9386
2025-07-13 09:31:55,3,2,31,Pro,Ninguna,Me encanta el dashboard - ID:9387
2025-10-22 17:10:37,5,2,31,Pro,Dashboard,Muy rápido - ID:9388
2024-12-04 15:25:19,9,5,40,Gratuito,"Usuarios, Exportación",Muy rápido - ID:9389
2025-05-27 15:07:20,7,2,61,Empresarial,"Usuarios, Reportes",Demasiados bugs - ID:9390
2025-05-10 04:18:48,6,3,36,Empresarial,Reportes,Demasiados bugs - ID:9391
2025-03-24 10:46:40,10,2,36,Gratuito,"Ninguna, Usuarios",La interfaz es confusa - ID:9392
2025-06-20 19:37:24,9,4,37,Gratuito,"Dashboard, Reportes",Me encanta el dashboard - ID:9393
2025-07-01 19:59:32,10,3,62,Empresarial,"Dashboard, Reportes",Excelente servicio - ID:9394
2025-01-12 10:09:58,2,5,42,Básico,"Ninguna, Exportación, Dashboard",Podría mejorar - ID:9395
2024-12-05 11:24:23,10,5,57,Básico,Ninguna,Precio justo - ID:9396
2025-09-15 16:56:54,9,4,65,Gratuito,"API, Reportes",Precio justo - ID:9397
2025-03-10 21:20:41,10,4,28,Pro,"Usuarios, Exportación",Demasiados bugs - ID:9398
2025-05-24 23:20:26,8,3,31,Pro,"Reportes, Exportación, Ninguna",Muy rápido - ID:9399
2025-01-17 09:25:22,9,4,42,Básico,"API, Reportes",Excelente servicio - ID:9400
2024-12-29 09:31:29,9,4,59,Pro,"Exportación, Usuarios, Dashboard",Muy rápido - ID:9401
2025-01-29 22:08:19,8,5,20,Empresarial,"Dashboard, API, Usuarios",Muy rápido - ID:9402
2025-02-17 02:13:22,5,3,18,Empresarial,Dashboard,Me encanta el dashboard - ID:9403
2025-11-17 11:57:51,10,4,53,Empresarial,"Reportes, Ninguna, Exportación",La interfaz es confusa - ID:9404
2025-07-19 13:36:24,1,1,46,Gratuito,"API, Ninguna",Podría mejorar - ID:9405
2025-08-10 14:01:51,8,4,46,Pro,"Exportación, Usuarios",Podría mejorar - ID:9406
2025-07-26 03:52:37,9,4,30,Básico,"Exportación, API, Reportes",Excelente servicio - ID:9407
2025-08-30 21:11:12,10,3,27,Básico,"Ninguna, API, Dashboard",Demasiados bugs - ID:9408
2024-11-20 16:02:21,8,4,38,Empresarial,Reportes,Demasiados bugs - ID:9409
2025-02-06 13:02:42,9,5,65,Gratuito,Exportación,Podría mejorar - ID:9410
2025-06-26 22:28:10,9,2,43,Pro,"API, Ninguna",La interfaz es confusa - ID:9411
2025-05-17 19:05:18,5,2,51,Básico,"Ninguna, API",La interfaz es confusa - ID:9412
2025-06-24 06:30:49,7,1,21,Empresarial,"Ninguna, API",Demasiados bugs - ID:9413
2024-12-17 15:16:20,10,2,42,Gratuito,"Exportación, Ninguna",Soporte lento - ID:9414
2025-07-05 21:14:41,1,3,35,Pro,Ninguna,Me encanta el dashboard - ID:9415
2025-09-18 16:36:18,9,3,31,Gratuito,"API, Ninguna, Reportes",Podría mejorar - ID:9416
2025-01-02 00:14:15,10,2,50,Pro,"Ninguna, API, Usuarios",Precio justo - ID:9417
2025-04-08 15:37:49,4,5,53,Empresarial,"Exportación, Reportes, Dashboard",La interfaz es confusa - ID:9418
2025-06-12 22:35:19,9,1,64,Gratuito,Ninguna,Demasiados bugs - ID:9419
2025-03-16 14:58:04,9,5,38,Pro,API,Me encanta el dashboard - ID:9420
2025-07-26 19:33:48,9,4,61,Pro,"Usuarios, Dashboard, Reportes",Podría mejorar - ID:9421
2025-09-29 05:17:21,10,3,40,Gratuito,"Usuarios, Reportes",Soporte lento - ID:9422
2025-11-07 21:25:35,8,4,25,Gratuito,"Usuarios, Dashboard, Ninguna",Demasiados bugs - ID:9423
2025-05-24 22:35:31,9,4,25,Gratuito,Dashboard,Demasiados bugs - ID:9424
2025-04-09 13:07:31,2,3,59,Empresarial,Exportación,Excelente servicio - ID:9425
2025-08-07 22:47:09,10,5,26,Pro,"Dashboard, API",Precio justo - ID:9426
2025-02-26 03:21:46,9,2,53,Empresarial,"API, Dashboard, Ninguna",Precio justo - ID:9427
2025-01-01 15:21:30,6,1,61,Pro,Usuarios,Precio justo - ID:9428
2025-04-27 01:25:05,8,2,25,Básico,"Ninguna, Dashboard, Exportación",Me encanta el dashboard - ID:9429
2025-10-11 19:32:28,8,2,56,Gratuito,"Reportes, Usuarios, API",Demasiados bugs - ID:9430
2025-05-10 14:09:59,7,3,40,Gratuito,"Ninguna, Exportación, API",Me encanta el dashboard - ID:9431
2025-08-02 15:14:57,9,4,61,Pro,"API, Ninguna, Exportación",Soporte lento - ID:9432
2025-07-06 22:50:07,7,2,51,Empresarial,"Ninguna, Usuarios",Muy rápido - ID:9433
2025-10-21 10:46:37,8,2,23,Empresarial,"Usuarios, Dashboard, Exportación",Excelente servicio - ID:9434
2025-11-04 11:00:13,9,2,35,Empresarial,Exportación,Podría mejorar - ID:9435
2025-05-25 19:54:01,7,3,41,Básico,"Ninguna, Reportes",Precio justo - ID:9436
2025-08-14 23:59:19,8,4,44,Básico,"Exportación, Ninguna",Soporte lento - ID:9437
2025-04-24 11:07:42,10,4,44,Empresarial,"API, Exportación",Me encanta el dashboard - ID:9438
2025-04-01 02:49:17,10,4,64,Gratuito,"API, Reportes",Muy rápido - ID:9439
2025-02-02 00:47:33,9,4,31,Pro,"Exportación, Ninguna, Dashboard",Podría mejorar - ID:9440
2025-05-04 13:56:48,4,1,33,Gratuito,Exportación,Me encanta el dashboard - ID:9441
2024-11-23 02:31:59,10,1,26,Básico,"API, Dashboard, Reportes",Precio justo - ID:9442
2025-05-29 12:29:40,3,2,63,Pro,Ninguna,La interfaz es confusa - ID:9443
2025-06-04 12:00:43,8,3,20,Empresarial,"Dashboard, API",Excelente servicio - ID:9444
2025-10-18 10:58:30,10,5,28,Pro,Reportes,Me encanta el dashboard - ID:9445
2025-08-16 15:53:32,8,5,24,Pro,"Dashboard, API, Reportes",Soporte lento - ID:9446
2024-12-24 08:43:06,7,2,35,Empresarial,"API, Usuarios, Dashboard",Precio justo - ID:9447
2025-07-11 04:53:31,4,5,20,Básico,"Usuarios, Reportes, Dashboard",Precio justo - ID:9448
2025-04-30 20:36:54,7,2,46,Empresarial,"Exportación, Dashboard",Me encanta el dashboard - ID:9449
2025-02-20 09:02:45,8,1,56,Pro,Reportes,Podría mejorar - ID:9450
2024-12-22 20:34:33,7,5,22,Básico,"Ninguna, Exportación",Soporte lento - ID:9451
2025-09-14 17:24:58,2,2,51,Básico,"Reportes, Dashboard",Soporte lento - ID:9452
2025-06-05 23:35:49,10,4,31,Básico,"Dashboard, Ninguna, Usuarios",Me encanta el dashboard - ID:9453
2024-12-03 04:09:41,6,2,56,Pro,"Usuarios, Reportes",Demasiados bugs - ID:9454
2025-08-04 05:04:52,9,3,53,Empresarial,"Usuarios, Dashboard, Ninguna",Soporte lento - ID:9455
2025-07-27 21:32:40,8,5,40,Gratuito,Reportes,Demasiados bugs - ID:9456
2025-08-09 09:03:12,7,5,34,Empresarial,"Exportación, Dashboard",Podría mejorar - ID:9457
2025-04-19 04:04:28,1,4,42,Empresarial,"Reportes, Ninguna",Demasiados bugs - ID:9458
2025-08-30 21:08:47,2,2,62,Pro,"Usuarios, Dashboard, Reportes",Podría mejorar - ID:9459
2024-12-30 10:02:34,10,5,51,Empresarial,"Exportación, Reportes, Usuarios",Demasiados bugs - ID:9460
2025-07-19 11:31:43,4,1,19,Gratuito,"Ninguna, API, Exportación",Muy rápido - ID:9461
2025-03-11 17:50:26,10,1,33,Gratuito,Usuarios,Soporte lento - ID:9462
2025-04-10 13:02:44,7,1,53,Pro,"Exportación, Dashboard",Demasiados bugs - ID:9463
2024-12-03 03:34:24,10,5,36,Empresarial,"Reportes, Dashboard",La interfaz es confusa - ID:9464
2025-04-08 21:03:50,1,3,41,Pro,Ninguna,Me encanta el dashboard - ID:9465
2025-09-28 05:22:46,9,3,43,Básico,"Usuarios, Reportes, Ninguna",Precio justo - ID:9466
2025-10-19 03:09:15,7,5,31,Gratuito,Exportación,Me encanta el dashboard - ID:9467
2025-07-23 06:34:05,9,4,51,Básico,Usuarios,Podría mejorar - ID:9468
2025-02-25 20:12:05,10,1,40,Básico,Ninguna,Muy rápido - ID:9469
2025-01-08 02:39:11,10,2,43,Básico,API,Excelente servicio - ID:9470
2025-02-22 13:48:54,7,1,22,Gratuito,"Dashboard, Usuarios, API",Soporte lento - ID:9471
2025-03-07 13:05:54,10,5,24,Gratuito,"Reportes, API, Usuarios",Muy rápido - ID:9472
2025-09-08 11:05:35,1,2,20,Pro,"Usuarios, Dashboard",Precio justo - ID:9473
2025-10-07 07:39:55,8,2,27,Gratuito,"Usuarios, Exportación",Precio justo - ID:9474
2025-03-08 08:54:16,5,2,49,Empresarial,API,Muy rápido - ID:9475
2025-08-15 15:07:09,8,3,48,Empresarial,"Exportación, API",Me encanta el dashboard - ID:9476
2025-07-30 19:31:53,10,3,64,Gratuito,"Reportes, Ninguna",La interfaz es confusa - ID:9477
2025-02-14 07:25:59,7,1,24,Empresarial,"API, Exportación",Me encanta el dashboard - ID:9478
2025-10-10 17:46:08,10,2,52,Empresarial,Reportes,Excelente servicio - ID:9479
2025-07-26 02:51:20,9,4,34,Básico,Usuarios,Me encanta el dashboard - ID:9480
2025-03-05 11:19:33,10,4,44,Pro,"API, Dashboard, Reportes",Precio justo - ID:9481
2025-08-09 03:19:03,1,1,35,Gratuito,"Reportes, Exportación, Ninguna",La interfaz es confusa - ID:9482
2025-08-30 12:29:00,10,1,58,Pro,"API, Usuarios, Ninguna",Muy rápido - ID:9483
2025-03-18 16:12:28,10,5,42,Empresarial,"API, Reportes",Soporte lento - ID:9484
2025-08-31 06:51:12,8,1,27,Gratuito,Usuarios,Precio justo - ID:9485
2025-02-08 10:43:54,8,2,42,Gratuito,"Reportes, Exportación",Precio justo - ID:9486
2025-04-19 20:28:13,4,1,39,Gratuito,"Exportación, Reportes, Ninguna",La interfaz es confusa - ID:9487
2025-01-17 13:26:56,0,5,23,Gratuito,"Dashboard, API",Podría mejorar - ID:9488
2025-11-06 06:34:39,1,5,60,Pro,"Reportes, Usuarios",Demasiados bugs - ID:9489
2025-07-17 16:17:14,10,3,64,Gratuito,"Ninguna, Dashboard, Exportación",Muy rápido - ID:9490
2025-09-27 16:28:57,10,2,57,Pro,Dashboard,Soporte lento - ID:9491
2025-10-01 11:49:19,8,2,33,Gratuito,Dashboard,Soporte lento - ID:9492
2025-08-21 04:48:51,9,5,50,Empresarial,API,Soporte lento - ID:9493
2025-09-27 07:33:50,10,5,64,Pro,"Exportación, Dashboard, API",Me encanta el dashboard - ID:9494
2025-05-30 13:38:51,2,2,42,Empresarial,"API, Exportación",Precio justo - ID:9495
2024-12-30 18:27:30,9,3,43,Pro,Ninguna,Demasiados bugs - ID:9496
2025-08-15 16:15:13,10,1,21,Gratuito,"Dashboard, Reportes",La interfaz es confusa - ID:9497
2025-07-08 14:29:50,10,5,62,Empresarial,"Reportes, Dashboard, Exportación",Podría mejorar - ID:9498
2025-10-10 17:46:30,1,1,62,Gratuito,Reportes,Demasiados bugs - ID:9499
2025-02-16 07:01:20,10,1,53,Básico,"Usuarios, Ninguna, Reportes",Muy rápido - ID:9500
2025-05-30 04:40:17,5,4,64,Básico,"Usuarios, Reportes",Me encanta el dashboard - ID:9501
2025-10-06 17:08:46,8,4,53,Básico,"API, Ninguna",La interfaz es confusa - ID:9502
2025-06-21 03:26:23,8,3,44,Empresarial,"Dashboard, Usuarios, Exportación",Excelente servicio - ID:9503
2025-08-29 11:55:06,7,1,40,Básico,Usuarios,Demasiados bugs - ID:9504
2025-06-08 10:44:33,8,1,61,Gratuito,"API, Exportación, Dashboard",Podría mejorar - ID:9505
2025-06-30 05:04:18,10,2,27,Básico,"Reportes, Usuarios, Ninguna",Me encanta el dashboard - ID:9506
2024-12-03 22:08:37,8,5,37,Empresarial,"Reportes, Dashboard",Me encanta el dashboard - ID:9507
2025-10-01 08:36:22,10,5,23,Básico,"Exportación, Ninguna",Muy rápido - ID:9508
2025-07-28 23:23:29,8,3,45,Gratuito,"Exportación, Reportes",Precio justo - ID:9509
2025-06-14 12:02:18,9,4,61,Gratuito,API,Demasiados bugs - ID:9510
2025-01-28 08:37:49,9,2,55,Básico,"Reportes, Usuarios, API",Excelente servicio - ID:9511
2025-05-26 01:45:20,9,5,22,Gratuito,"Usuarios, Dashboard, Exportación",Podría mejorar - ID:9512
2025-04-19 15:06:49,5,5,31,Pro,Dashboard,La interfaz es confusa - ID:9513
2025-06-26 03:27:43,9,2,53,Pro,"Ninguna, Reportes",Demasiados bugs - ID:9514
2025-07-27 17:39:38,5,2,61,Pro,Dashboard,La interfaz es confusa - ID:9515
2025-09-16 20:00:04,10,3,50,Gratuito,Exportación,La interfaz es confusa - ID:9516
2025-07-03 02:34:52,9,3,44,Pro,"Reportes, API",Excelente servicio - ID:9517
2025-04-26 00:29:43,10,1,35,Pro,"Reportes, Ninguna",Demasiados bugs - ID:9518
2025-10-12 08:57:28,9,5,24,Pro,"API, Usuarios",Muy rápido - ID:9519
2025-05-22 09:48:09,10,4,22,Pro,"Dashboard, Usuarios, API",Me encanta el dashboard - ID:9520
2025-01-15 15:41:32,8,2,18,Gratuito,"API, Usuarios",Muy rápido - ID:9521
2025-03-10 03:09:17,10,2,24,Básico,"Reportes, Usuarios",Podría mejorar - ID:9522
2025-05-26 23:04:33,10,3,60,Empresarial,"Dashboard, Exportación",Demasiados bugs - ID:9523
2025-04-29 22:29:05,8,4,53,Gratuito,"Reportes, Usuarios",Precio justo - ID:9524
2025-09-24 08:12:44,10,2,61,Empresarial,Dashboard,La interfaz es confusa - ID:9525
2025-07-03 22:47:26,8,2,29,Gratuito,"Ninguna, API, Exportación",Me encanta el dashboard - ID:9526
2025-07-11 01:45:43,9,4,45,Básico,"Usuarios, Reportes",Podría mejorar - ID:9527
2025-09-26 05:17:50,8,3,62,Gratuito,"Exportación, API, Ninguna",La interfaz es confusa - ID:9528
2025-03-09 18:15:38,10,3,18,Pro,"API, Dashboard",Soporte lento - ID:9529
2025-08-01 20:16:41,9,5,64,Empresarial,"Exportación, API",La interfaz es confusa - ID:9530
2024-12-15 13:22:11,8,5,49,Pro,"Dashboard, Exportación, Reportes",Excelente servicio - ID:9531
2025-08-04 02:03:30,8,5,27,Básico,"Usuarios, API",La interfaz es confusa - ID:9532
2025-08-20 10:15:51,2,2,26,Pro,Usuarios,La interfaz es confusa - ID:9533
2025-08-14 04:18:04,7,3,60,Básico,"Usuarios, Ninguna",Demasiados bugs - ID:9534
2025-10-02 18:43:21,10,3,39,Empresarial,"Dashboard, Usuarios",La interfaz es confusa - ID:9535
2025-05-30 21:12:23,10,3,37,Empresarial,"API, Exportación",Demasiados bugs - ID:9536
2024-12-15 14:35:17,8,1,58,Empresarial,"Reportes, Exportación, Dashboard",Muy rápido - ID:9537
2025-05-26 01:54:14,10,2,20,Empresarial,Exportación,Demasiados bugs - ID:9538
2025-04-23 05:54:08,6,2,45,Gratuito,Usuarios,Excelente servicio - ID:9539
2025-07-13 17:15:31,4,4,19,Básico,Exportación,Precio justo - ID:9540
2025-11-10 11:03:11,10,5,45,Empresarial,"Ninguna, Usuarios, API",La interfaz es confusa - ID:9541
2024-12-19 09:59:19,10,2,44,Básico,"Reportes, Ninguna",La interfaz es confusa - ID:9542
2025-05-30 16:06:27,0,4,47,Pro,"API, Usuarios, Ninguna",Demasiados bugs - ID:9543
2025-01-24 21:18:42,9,4,51,Empresarial,Ninguna,Precio justo - ID:9544
2025-06-11 13:40:38,6,3,18,Empresarial,"Dashboard, Exportación",La interfaz es confusa - ID:9545
2025-03-22 00:41:19,10,4,25,Empresarial,"Ninguna, API",Demasiados bugs - ID:9546
2025-05-22 19:56:09,10,5,24,Gratuito,"Ninguna, Reportes",Precio justo - ID:9547
2025-02-18 05:07:50,8,1,26,Empresarial,Exportación,Podría mejorar - ID:9548
2025-11-03 20:01:35,10,5,65,Empresarial,"API, Reportes",Precio justo - ID:9549
2025-03-31 21:27:59,6,1,35,Empresarial,"API, Reportes",Excelente servicio - ID:9550
2025-06-05 13:40:34,7,3,25,Gratuito,"API, Usuarios, Ninguna",Demasiados bugs - ID:9551
2025-05-29 09:13:38,7,5,26,Gratuito,"API, Dashboard, Reportes",Soporte lento - ID:9552
2025-05-02 15:21:40,9,2,58,Empresarial,"Dashboard, API, Exportación",Me encanta el dashboard - ID:9553
2025-08-30 13:43:46,5,4,47,Empresarial,Usuarios,Muy rápido - ID:9554
2025-10-08 14:16:32,7,4,56,Empresarial,"Ninguna, Exportación, Usuarios",Excelente servicio - ID:9555
2025-02-09 17:54:58,8,2,34,Pro,"API, Dashboard",Demasiados bugs - ID:9556
2024-11-22 03:54:57,10,4,34,Pro,"Reportes, Ninguna",Podría mejorar - ID:9557
2025-09-22 00:58:03,3,3,23,Básico,"Exportación, Dashboard",Precio justo - ID:9558
2025-06-07 06:15:40,4,3,41,Básico,"Exportación, Ninguna, Dashboard",Demasiados bugs - ID:9559
2025-04-27 01:00:25,0,2,61,Empresarial,"Usuarios, Dashboard",Me encanta el dashboard - ID:9560
2025-02-20 09:29:09,0,5,32,Pro,Dashboard,Podría mejorar - ID:9561
2025-10-18 12:23:27,1,5,29,Pro,"Exportación, API",Podría mejorar - ID:9562
2025-02-18 14:17:32,10,4,40,Gratuito,"Reportes, API",Excelente servicio - ID:9563
2025-07-12 08:30:37,7,1,64,Empresarial,"Dashboard, Reportes, Exportación",Me encanta el dashboard - ID:9564
2025-08-13 18:07:32,6,5,27,Gratuito,Exportación,La interfaz es confusa - ID:9565
2025-03-14 13:38:14,8,1,44,Empresarial,"API, Reportes, Ninguna",La interfaz es confusa - ID:9566
2025-10-18 15:46:50,3,5,23,Básico,"Exportación, API, Reportes",Soporte lento - ID:9567
2025-02-23 16:03:47,8,1,54,Empresarial,"Usuarios, API",La interfaz es confusa - ID:9568
2025-05-04 18:07:11,5,4,29,Pro,"Exportación, Ninguna",La interfaz es confusa - ID:9569
2025-01-31 12:46:21,8,4,56,Básico,"API, Reportes",Me encanta el dashboard - ID:9570
2025-09-03 03:00:29,10,4,27,Básico,"Dashboard, Ninguna, API",La interfaz es confusa - ID:9571
2025-02-16 16:07:18,10,3,21,Gratuito,"Usuarios, Dashboard",Me encanta el dashboard - ID:9572
2025-10-10 04:46:46,10,5,33,Gratuito,"Usuarios, Ninguna, Dashboard",Soporte lento - ID:9573
2024-12-01 22:24:08,10,4,40,Pro,"Exportación, Usuarios",Soporte lento - ID:9574
2025-01-30 12:01:15,9,3,51,Empresarial,"Usuarios, Ninguna",La interfaz es confusa - ID:9575
2025-06-12 06:50:08,8,5,43,Empresarial,"Reportes, Ninguna, Dashboard",Precio justo - ID:9576
